report_text,category,severity,language
Gusto ko lang ireport na May sunog sa talipapa mabilis kumakalat dahil sa hangin umaasa po kaming maaksyunan ito.,Fire,High,tagalog
"Pakiusap sana ay tulungan kami, Ang aking kapitbahay ay nagrereklamo ng paulit ulit na pagnanakaw",Security,Medium,tagalog
"Aram ko na dakul kamong trabaho pero Maribok an mga kabataan sa kanto kada banggi, dai kami makaturog",Security,Low,bikol
May nahulog na container van sa kalsada delikado sa mga sasakyan,Road Hazard,High,tagalog
"Gusto ko sanang i-report na An tubig na ininom kan mga aki igwa nin kakaibang kahamis, tibaad kontaminado salamat.",Food,High,bikol
"Nagtatanong po kung may aksyon na, May ulol na aso sa aming lugar kinagat na ang tatlong tao kailangan tulungan",Animal,High,tagalog
"Importante po ito, Maraming residente ang nagsuka at nagtatae matapos sa fiesta salo salo ito ay nangyari ngayon.",Food,High,tagalog
"Pakiusap tabangan kami, Nahulog sa hagdan an sarong residente, dai na makahiro",Medical,High,bikol
"Pakiusap sana ay tulungan kami, Ang baha ay umabot na sa bubungan ng mababang bahay dito sa amin pakiusap.",Flooding,High,tagalog
"Importante ini, May naheling na aso sa dumpsite, tibaad may nagkakalayo na basura kaipuhan nin tulong ngunyan.",Fire,Medium,bikol
Naanod ang sasakyan namin dahil sa lakas ng agos ng tubig pakiusap.,Flooding,High,tagalog
"Importante po ito, Ang kalsada sa aming sityo ay lubak lubak na at sira ang drainage ito ay nangyari ngayon.",Infrastructure,Medium,tagalog
Alam ko po na marami kayong trabaho pero Gusto ipaalala na kailangan ng rabies vaccine sa mga aso dito maraming salamat po.,Medical,Low,tagalog
"Importante po ito, Naputol ang linya ng kuryente nahulog sa may basang daan mapanganib kailangan na talaga ng tulong.",Utility,High,tagalog
"Importante po ito, May pagguho ng lupa sa taas ng bundok naharang ang daan pababa umaasa po kaming maaksyunan ito.",Landslide,High,tagalog
"Mahal na tanggapan kan barangay, Dakul na pamilya an nagkaipit sa baha, kaipuhan nin rescue tulos kaipuhan na gayod nin tabang.",Flooding,High,bikol
"Gusto ko sanang i-report na Igwa nin mga tawong nasyerak sa harong huli sa baha, dai makaluwas",Flooding,High,bikol
"Nagtatanong po kung may aksyon na, Maraming bitak ang pader ng aming eskwelahan posibleng delikado pakiusap.",Structural,Medium,tagalog
Nag aalala po kami dahil Biglang bumaha ang kanal umabot na ang tubig sa loob ng bahay namin kailangan ng agad na aksyon.,Flooding,High,tagalog
"Pakiusap sana ay tulungan kami, Maraming nagkakasakit sa aming lugar mula nang bumuhos ang baha salamat po.",Medical,Medium,tagalog
"Importante ini, Parati kaming daing kuryente sa banggi, nagduman na kami sa barangay hall",Utility,Medium,bikol
"Aram ko na dakul kamong trabaho pero Igwa nin mga tawong nasyerak sa harong huli sa baha, dai makaluwas puwede daw kamong tumabang?",Flooding,High,bikol
Alam ko po na marami kayong trabaho pero Nakita ang malaking ahas sa loob ng bahay ng kapitbahay namin kailangan ng rescue salamat po.,Animal,High,tagalog
Bumagsak ang poste sa gitna ng kalsada may nakabitin na linya ito ay nangyari ngayon.,Utility,High,tagalog
"Nahulog an kahoy sa tahaw kan kalsada, dai na madadaanan",Road Hazard,High,bikol
Bumagsak ang lupa mula sa mataas na bahagi patungo sa mga bahay sa ilalim nangyari ito kanina pa.,Landslide,High,tagalog
Gusto ko lang ireport na may mga estranyo na nakikita sa aming lugar sana ay tulungan ninyo kami.,Security,Low,tagalog
"Nagtatanong po kung may aksyon na, Nakita ko ang usok mula sa bahay na walang tagaroon posibleng susunog nangyari ito kanina pa.",Fire,High,tagalog
"Pakiusap sana ay tulungan kami, May nagtatalik ng barilan sa aming lugar takot na ang mga residente",Security,High,tagalog
"Naghahapot ako kun igwa nang aksyon, Nagkakalayo an basura sa likod kan kalsada, may aso na nagluluwas",Fire,Medium,bikol
Ang sewage system ay sumabog at nagdulot ng polusyon sa mga bahay,Infrastructure,High,tagalog
Gusto ko lang ireport na Gusto ko lang ireport na baka kailangan na ng bagong tubig pipes dito pakiusap.,Utility,Low,tagalog
Aram ko na dakul kamong trabaho pero Nahulog an poste nin kuryente sa atubangan kan samuyang harong,Utility,High,bikol
"Importante po ito, Ang mga linya ay magkadikit na sa kalye mapanganib sa mga motorsiklo",Power Hazard,Medium,tagalog
"Importante ini, Dakul na gapo an nahulog hali sa taas ngunyan na tag-uran",Landslide,Medium,bikol
Naestrangle ang daloy ng tubig sa kanal kaya nagbabaha,Flooding,Medium,tagalog
"Importante po ito, May buntis na manganganak na kailangan ng agad na sasakyan papunta ospital pakiusap.",Medical,High,tagalog
Alam ko po na marami kayong trabaho pero Ang mga kabataan ay nagtitipon sa gabi at may ingay na naririnig umaasa po kaming maaksyunan ito.,Security,Medium,tagalog
"Pakiusap sana ay tulungan kami, May nagtatalik ng barilan sa aming lugar takot na ang mga residente nangyari ito kanina pa.",Security,High,tagalog
May pagguho ng lupa sa estero naharang na ang daloy ng tubig,Landslide,High,tagalog
"Mahal na barangay tanggapan, Hindi gumagana ang traffic light sa intersection mapanganib kailangan ng agad na aksyon.",Road Hazard,Medium,tagalog
"Importante po ito, Ang mga linya ay magkadikit na sa kalye mapanganib sa mga motorsiklo kailangan na talaga ng tulong.",Power Hazard,Medium,tagalog
Ang mga alagang aso ng kapitbahay ay palaging umaatake sa mga dumaan,Animal,Medium,tagalog
Nasunog ang apat na bahay sa aming sityo kailangan ng rescue salamat po.,Fire,High,tagalog
"Nagtatanong po kung may aksyon na, Ang sewage system ay sumabog at nagdulot ng polusyon sa mga bahay ito ay nangyari ngayon.",Infrastructure,High,tagalog
"May nangagaw nin bag sa samuyang lugar, dakul na beses na ining nangyari",Security,High,bikol
"Gusto ko sanang i-report na Igwa nin mga tawong nasyerak sa harong huli sa baha, dai makaluwas naglalaom kami na maaksyunan ini.",Flooding,High,bikol
Nag aalala po kami dahil Nakita ko ang isang suspetsa na taong nagtatago sa likod ng building kailangan na talaga ng tulong.,Security,High,tagalog
"Importante po ito, Bumagsak ang retaining wall ng kalsada sa bundok napit ang mga sasakyan umaasa po kaming maaksyunan ito.",Infrastructure,High,tagalog
Biglang nahulog an dakulang parte kan bukid harani sa mga harong kaipuhan nin tulong ngunyan.,Landslide,High,bikol
Nag aalala po kami dahil Nagliliyab ang bahay ng aming kababarangay kailangan ng fire truck salamat po.,Fire,High,tagalog
"Aram ko na dakul kamong trabaho pero An linya sa kalsada dai na naheheling, kaipuhan bagong pintura pakiusap.",Road Hazard,Low,bikol
Nag aalala po kami dahil Naputol ang high tension wire at bumagsak sa palengke kailangan ng agad na aksyon.,Power Hazard,High,tagalog
"Pakiusap sana ay tulungan kami, Ang mga bangketa sa aming lugar ay hindi na magamit sira na lahat",Infrastructure,Medium,tagalog
"Importante po ito, May nakita kaming bitak sa lupa sa mataas na lugar posibleng magguho pakiusap.",Landslide,Medium,tagalog
Nakita ko ang usok mula sa bahay na walang tagaroon posibleng susunog maraming salamat po.,Fire,High,tagalog
"Importante po ito, Tinamaan ng poste ng kuryente ang isang lalaki unconscious na siya kailangan na talaga ng tulong.",Medical,High,tagalog
"Dai nagfufunction an traffic light sa interseksyon, peligroso puwede daw kamong tumabang?",Road Hazard,Medium,bikol
May bata na nalunod sa mababaw na tubig kailangan agad ng medikal pakiusap.,Medical,High,tagalog
"Nagtatanong po kung may aksyon na, Sumonod ang sunog mula sa isang bahay patungo sa mga kapitbahay namin kailangan ng agad na aksyon.",Fire,High,tagalog
Alam ko po na marami kayong trabaho pero Nahulog ang malaking poste sa gitna ng highway pakiayos na pakiusap.,Road Hazard,High,tagalog
"Importante po ito, Ang retaining wall sa aming lugar ay gumuho na kailangan ng ayos umaasa po kaming maaksyunan ito.",Structural,High,tagalog
"Pakiusap sana ay tulungan kami, Maraming residente ang nagsuka at nagtatae matapos sa fiesta salo salo maraming salamat po.",Food,High,tagalog
"Pakiusap sana ay tulungan kami, Nahulog ang malaking poste sa gitna ng highway pakiayos na",Road Hazard,High,tagalog
May bata na binugbog kailangan ng medical attention agad pakiusap.,Medical,High,tagalog
Maraming bitak ang pader ng aming eskwelahan posibleng delikado salamat po.,Structural,Medium,tagalog
May konting guho ng lupa sa tabi ng kalsada maliit lang naman pakiusap.,Landslide,Low,tagalog
Nag aalala po kami dahil Naputol ang power line at bumagsak sa kalsada delikado sa mga tao pakiusap.,Utility,High,tagalog
Nagguho ang lupa sa gilid ng kalsada sa bundok peligroso sa mga sasakyan nangyari ito kanina pa.,Landslide,High,tagalog
Alam ko po na marami kayong trabaho pero May nagtatalik ng away ng grupo sa kanto ng aming barangay mapanganib umaasa po kaming maaksyunan ito.,Security,High,tagalog
May tao na sinagasaan ng sasakyan nasaktan at kailangan ng rescue sana ay tulungan ninyo kami.,Medical,High,tagalog
Nasunog ang apat na bahay sa aming sityo kailangan ng rescue sana ay tulungan ninyo kami.,Fire,High,tagalog
Bukas na ang manhole cover sa gitna ng daan nakita ko na ang ilang nadaanan sana ay tulungan ninyo kami.,Road Hazard,High,tagalog
Alam ko po na marami kayong trabaho pero Nasira ang pangunahing kalsada at hindi na madaraanan ng mga sasakyan ito ay nangyari ngayon.,Infrastructure,High,tagalog
Nag aalala po kami dahil Ang street light sa aming lugar ay naputulan ng ilaw gusto ko lang ireport ito ay nangyari ngayon.,Utility,Low,tagalog
Alam ko po na marami kayong trabaho pero Maraming adik na nakikita sa aming lugar gabi gabi kailangan ng aksyon nangyari ito kanina pa.,Security,Medium,tagalog
Nahulog an daga hali sa mataas na parte pasiring sa mga harong sa ibaba,Landslide,High,bikol
"Mahal na barangay tanggapan, May matanda na hirap huminga sinasabing masakit ang dibdib niya",Medical,High,tagalog
"Importante po ito, May nag-aaway at gumagamit ng armas sa palengke kailangan ng pulis agad",Security,High,tagalog
"Aram ko na dakul kamong trabaho pero May residenteng may mataas na hilanat, kaipuhan nin check-up kaipuhan na gayod nin tabang.",Medical,Medium,bikol
May gurang na babaeng biglang naluya sa luwas kan harong niya salamat.,Medical,High,bikol
"Nagtatanong po kung may aksyon na, Nasira ang kalsada matapos ang baha may malaking butas sa daan ito ay nangyari ngayon.",Road Hazard,High,tagalog
"Nahulog an transformer harani sa palengke, may kalayong naluluwas naglalaom kami na maaksyunan ini.",Power Hazard,High,bikol
Naanod an samuyang sasakyan huli sa kusog kan sulog nin tubig salamat.,Flooding,High,bikol
"Nag-aalala kami huli ta May nahulog na buhay na alambre sa kalsada, peligroso sa gabos pakiusap.",Power Hazard,High,bikol
"Aram ko na dakul kamong trabaho pero Nahulog sa hagdan an sarong residente, dai na makahiro",Medical,High,bikol
"Importante po ito, Ang waiting shed sa kanto ay gumuguho na kailangan ng bagong istruktura nangyari ito kanina pa.",Structural,Medium,tagalog
"Naghahapot ako kun igwa nang aksyon, Gusto ko sanang i-report na an drainage sa samuyang sityo puno nin basura naglalaom kami na maaksyunan ini.",Infrastructure,Low,bikol
Nag-aalala kami huli ta Naanod an samuyang sasakyan huli sa kusog kan sulog nin tubig kaipuhan nin tulong ngunyan.,Flooding,High,bikol
Nag aalala po kami dahil Walang tubig kami tuwing umaga dapat ay may tubig umaasa po kaming maaksyunan ito.,Utility,Medium,tagalog
"Importante po ito, Ang overpass ay may malaking bitak at delikado na sa mga gumagamit maraming salamat po.",Infrastructure,High,tagalog
May ulol na aso sa aming lugar kinagat na ang tatlong tao kailangan tulungan nangyari ito kanina pa.,Animal,High,tagalog
Ang aming kapit bahay ay matagal nang hindi kumakain kailangan ng tulong salamat po.,Medical,Medium,tagalog
May nahulog na container van sa kalsada delikado sa mga sasakyan maraming salamat po.,Road Hazard,High,tagalog
Nahulog an poste nin kuryente sa atubangan kan samuyang harong salamat.,Utility,High,bikol
"Pakiusap sana ay tulungan kami, Ang gusali sa aming lugar ay may malalaking bitak sa pader mapanganib kailangan na talaga ng tulong.",Structural,High,tagalog
"Pakiusap sana ay tulungan kami, Bumagsak ang lupa mula sa tabi ng kalsada naharang na ang daanan maaari ba kayong tumulong?",Road Hazard,High,tagalog
May nagrereklamo nin sakit nin payo huli sa kainit ngunyan ini nangyari ngunyan.,Medical,Low,bikol
"Importante po ito, Nagguho ang lupa sa gilid ng kalsada sa bundok peligroso sa mga sasakyan",Landslide,High,tagalog
Alam ko po na marami kayong trabaho pero Ang aking kapitbahay ay nagrereklamo ng paulit ulit na pagnanakaw,Security,Medium,tagalog
"Igwa nin pagkagaba kan daga sa itaas kan bukid, nakaharang an dalan pasiring digdi naglalaom kami na maaksyunan ini.",Landslide,High,bikol
"Pakiusap sana ay tulungan kami, Naputol ang high tension wire at bumagsak sa palengke sana ay tulungan ninyo kami.",Power Hazard,High,tagalog
Naputol ang gas line malapit sa mga bahay mapanganib sa pagsabog pakiusap.,Utility,High,tagalog
"Mahal na barangay tanggapan, Gusto ko lang ireport na maluwag ang takip ng drainage sa aming daan salamat po.",Utility,Low,tagalog
Nag aalala po kami dahil Ang fence ng barangay basketball court ay tilt na posibleng mabuwal ito ay nangyari ngayon.,Structural,Medium,tagalog
"Mahal na barangay tanggapan, Ang lumang gusali ay gumuho na sa isang parte kailangan ng rescue",Structural,High,tagalog
Nag aalala po kami dahil Ang kalsada sa aming barangay ay lubak lubak na mapanganib sa motorsiklo,Road Hazard,Medium,tagalog
"May nag-iiriwal-wal asin naggagamit nin armas sa palengke, kaipuhan tulos nin pulis",Security,High,bikol
"Apat na harong an nasunog sa samuyang sityo, kaipuhan nin rescue puwede daw kamong tumabang?",Fire,High,bikol
Alam ko po na marami kayong trabaho pero Maraming residente ang hindi kumakain dahil sa tagtuyot wala silang pagkain nangyari ito kanina pa.,Food,Medium,tagalog
Ang wiring sa isang bahay ay luma na at baka magkorslot kailangan na talaga ng tulong.,Power Hazard,Medium,tagalog
"Pakiusap tabangan kami, Naghihilaw an baha sa mababang parte kan barangay kaipuhan na gayod nin tabang.",Flooding,Medium,bikol
"Gusto ko sanang i-report na An tubig na ininom kan mga aki igwa nin kakaibang kahamis, tibaad kontaminado",Food,High,bikol
Gusto ko sanang i-report na An tulay sa samuyang barangay hababa na asin tibaad dai na matibay dakul na salamat.,Structural,Medium,bikol
Gusto ko sanang i-report na an samuyang poste medyo naghihiro na puwede daw kamong tumabang?,Power Hazard,Low,bikol
"Nag-aalala kami huli ta Nahulog an dakulang gapo hali sa bukid, nakaharang sa dalan",Road Hazard,High,bikol
"Naghahapot ako kun igwa nang aksyon, Dakulang sunog sa palengke, nagdadakula pa an kalayo, kaipuhan nin tabang ini nangyari ngunyan.",Fire,High,bikol
May bata na nalunod sa mababaw na tubig kailangan agad ng medikal sana ay tulungan ninyo kami.,Medical,High,tagalog
Nag aalala po kami dahil Konting dumi sa kalsada pagkatapos ng pista gusto ko lang ireport,Road Hazard,Low,tagalog
"Pakiusap sana ay tulungan kami, Nagsimula sa kalan ang sunog mabilis na kumalat sa ibang bahay kailangan ng agad na aksyon.",Fire,High,tagalog
"Naghahapot ako kun igwa nang aksyon, Nagbaha na sa samuyang harong, gabos na gamit nalubugan na dakul na salamat.",Flooding,High,bikol
"Nagtatanong po kung may aksyon na, Ang baha ay umabot na sa bubungan ng mababang bahay dito sa amin maaari ba kayong tumulong?",Flooding,High,tagalog
Nag-aalala kami huli ta Dakul na nagrereklamo nin helang na tibaad food poisoning,Medical,Medium,bikol
May maliit na sunog sa vegetable stall nabugaw na pero may natitira kailangan na talaga ng tulong.,Fire,Medium,tagalog
"Aram ko na dakul kamong trabaho pero Naputol an pangenot na tubo nin tubig, gabos kami daing tubig puwede daw kamong tumabang?",Utility,High,bikol
"Naghahapot ako kun igwa nang aksyon, Nagaba an kalsada pagkatapos kan baha, igwa nin dakulang lungag pakiusap.",Road Hazard,High,bikol
May grupong nangongolekta nin lagay sa mga negosyante sa palengke naglalaom kami na maaksyunan ini.,Security,Medium,bikol
Naaksidente ang aking kapitbahay kailangan ng agad na tulong medikal sana ay tulungan ninyo kami.,Medical,High,tagalog
"Aram ko na dakul kamong trabaho pero Nagkakalayo an bodega sa gilid kan samuyang harong, kaipuhan nin BFP tabangan niyo kami tabi.",Fire,High,bikol
Nag aalala po kami dahil Ang guardrail sa mataas na daan ay sira na at mapanganib nangyari ito kanina pa.,Road Hazard,Medium,tagalog
"Nagtatanong po kung may aksyon na, Ang tulay ay may malaking butas na sa gitna delikado sa mga bata pakiusap.",Infrastructure,Medium,tagalog
"Nag-aalala kami huli ta May tawong nawaran nin malay sa kalsada, kaipuhan nin ambulansya naglalaom kami na maaksyunan ini.",Medical,High,bikol
"Nag-aalala kami huli ta Nahulog an konting daga sa drainage, gusto ko sanang i-report salamat.",Landslide,Low,bikol
Bumagsak ang lupa mula sa tabi ng kalsada naharang na ang daanan,Road Hazard,High,tagalog
"Pakiusap sana ay tulungan kami, Ang bahay ng aming kapitbahay ay malapit nang bumagsak kailangan lumikas sana ay tulungan ninyo kami.",Structural,High,tagalog
Ang fence ng barangay basketball court ay tilt na posibleng mabuwal,Structural,Medium,tagalog
"Nahulog an daga hali sa gilid kan kalsada, nakaharang na an dalan tabangan niyo kami tabi.",Road Hazard,High,bikol
Bumagsak ang malaking bato mula sa bundok naharang ang daan,Road Hazard,High,tagalog
Alam ko po na marami kayong trabaho pero Ang drainage system ay sira na kaya palaging nagbabaha salamat po.,Flooding,Medium,tagalog
Nag-aalala kami huli ta Dakul na gapo an nahulog hali sa taas ngunyan na tag-uran kaipuhan nin tulong ngunyan.,Landslide,Medium,bikol
"Mahal na tanggapan kan barangay, May gurang na babaeng biglang naluya sa luwas kan harong niya",Medical,High,bikol
"Importante po ito, May suspetsa na dengue outbreak sa aming barangay maraming nagrereklamo ito ay nangyari ngayon.",Medical,Medium,tagalog
"Naghali sa kalan an sunog, luway-luway nag-aabot sa ibang harong",Fire,High,bikol
"Pakiusap sana ay tulungan kami, May nang-aagaw ng bag sa aming lugar maraming beses nang nangyari sana ay tulungan ninyo kami.",Security,High,tagalog
Naanod an samuyang sasakyan huli sa kusog kan sulog nin tubig puwede daw kamong tumabang?,Flooding,High,bikol
"Mahal na barangay tanggapan, Mga bata at matatanda naipit sa baha kailangan ng rescue",Flooding,High,tagalog
Dalawang bahay na naanod sa baha kailangan agad ng tulong sana ay tulungan ninyo kami.,Flooding,High,tagalog
Nasira ang kalsada matapos ang baha may malaking butas sa daan kailangan ng agad na aksyon.,Road Hazard,High,tagalog
Gusto ko lang ireport na Gusto ko lang ireport na maraming lamok sa aming lugar kailangan ng agad na aksyon.,Medical,Low,tagalog
May nakulong na tao sa loob ng bahay hindi makalabas dahil sa baha,Flooding,High,tagalog
"May sadit na pagkagaba kan daga sa gilid kan kalsada, sadit sana man naglalaom kami na maaksyunan ini.",Landslide,Low,bikol
Nag aalala po kami dahil Nalaglag ang overpass bridge component sa kalsada delikado sa mga sasakyan umaasa po kaming maaksyunan ito.,Road Hazard,High,tagalog
Kinagat ng aso ang isang batang nasa daan kailangan ng medikal na tulong kailangan ng agad na aksyon.,Animal,High,tagalog
Alam ko po na marami kayong trabaho pero Biglang bumagsak ang kisame ng paaralan may mga bata sa loob,Structural,High,tagalog
"Nagtatanong po kung may aksyon na, Nagko-korslot ang wiring sa poste sa labas ng aming bahay maaari ba kayong tumulong?",Utility,Medium,tagalog
Nag aalala po kami dahil May nang-aagaw ng bag sa aming lugar maraming beses nang nangyari,Security,High,tagalog
"Nagtatanong po kung may aksyon na, Ang gusali sa aming lugar ay may malalaking bitak sa pader mapanganib maraming salamat po.",Structural,High,tagalog
"Pakiusap tabangan kami, An linya sa kalsada dai na naheheling, kaipuhan bagong pintura kaipuhan na gayod nin tabang.",Road Hazard,Low,bikol
Alam ko po na marami kayong trabaho pero Ang mga pusa at aso sa aming lugar ay walang bakuna dapat ayusin,Animal,Low,tagalog
"Importante po ito, Kailangan ng libreng medical mission ang aming barangay maraming pasyente ito ay nangyari ngayon.",Medical,Medium,tagalog
Maliit lang ang baha sa kalsada pero gusto lang ireport nangyari ito kanina pa.,Flooding,Low,tagalog
Maraming tao ang nagkasakit matapos kumain sa canteen ng barangay maaari ba kayong tumulong?,Food,High,tagalog
"Mahal na barangay tanggapan, May matanda na hirap huminga sinasabing masakit ang dibdib niya maaari ba kayong tumulong?",Medical,High,tagalog
"Gusto ko sanang i-report na Gaba an mga manhole cover sa samuyang lugar, peligroso sa nagdadalagan",Infrastructure,Medium,bikol
"Dakul na basura sa kanal, ini an dahilan kan pagbaha digdi dakul na salamat.",Flooding,Medium,bikol
Lumagpas na ang baha sa baywang antas kailangan na ng pagtulong,Flooding,High,tagalog
Gusto ko lang ireport na Konting tubig sa labas ng bahay wala naman malaking epekto sana ay tulungan ninyo kami.,Flooding,Low,tagalog
Gusto ko lang ireport na May sunog sa talipapa mabilis kumakalat dahil sa hangin kailangan na talaga ng tulong.,Fire,High,tagalog
Nagtaas ng babala ang weather bureau malakas pang ulan darating,Flooding,High,tagalog
Maraming asong gala sa aming lugar nakakadismaya at delikado sa mga bata sana ay tulungan ninyo kami.,Animal,Medium,tagalog
"Pakiusap sana ay tulungan kami, Ang lumang gusali ay gumuho na sa isang parte kailangan ng rescue kailangan ng agad na aksyon.",Structural,High,tagalog
"Nagtatanong po kung may aksyon na, Malaking sunog sa lumber yard apoy papalaki na pakiusap.",Fire,High,tagalog
Bumagsak ang malaking bato mula sa bundok naharang ang daan kailangan ng agad na aksyon.,Road Hazard,High,tagalog
"Mahal na barangay tanggapan, Nasira ang tulay dahil sa lakas ng baha hindi na madaraanan umaasa po kaming maaksyunan ito.",Flooding,High,tagalog
Alam ko po na marami kayong trabaho pero May electric shock ang isang bata sa tapat ng aming bahay ito ay nangyari ngayon.,Power Hazard,High,tagalog
"Nagtatanong po kung may aksyon na, May konting guho ng lupa sa tabi ng kalsada maliit lang naman maraming salamat po.",Landslide,Low,tagalog
Gusto ko lang ireport na Walang tubig kami tuwing umaga dapat ay may tubig pakiusap.,Utility,Medium,tagalog
"Pakiusap sana ay tulungan kami, Ang pintuan ng barangay basketball court ay sira na hindi masara sana ay tulungan ninyo kami.",Infrastructure,Low,tagalog
Ang mga bangketa sa aming lugar ay hindi na magamit sira na lahat nangyari ito kanina pa.,Infrastructure,Medium,tagalog
"May ayam na daing kagsadiri na nagkakagat nin mga tawo sa samuyang lugar, peligroso",Animal,High,bikol
"Mahal na barangay tanggapan, Sira na ang street light sa aming kalsada mapanganib sa gabi ito ay nangyari ngayon.",Utility,Medium,tagalog
Bumagsak ang lupa mula sa tabi ng kalsada naharang na ang daanan sana ay tulungan ninyo kami.,Road Hazard,High,tagalog
Gusto ko lang ireport na May maliit na sunog sa kangkungan sa likod ng barangay hall sana ay tulungan ninyo kami.,Fire,Medium,tagalog
"Naghahapot ako kun igwa nang aksyon, Nagkakalayo an bodega sa gilid kan samuyang harong, kaipuhan nin BFP naglalaom kami na maaksyunan ini.",Fire,High,bikol
"Pakiusap sana ay tulungan kami, Maraming beses nang nagnakaw ng gulay sa aming sityo kailangan ng aksyon sana ay tulungan ninyo kami.",Security,Medium,tagalog
"Importante po ito, Gusto ko lang ireport na may nagbebenta ng expired na pagkain sa tindahan",Food,Low,tagalog
"Mahal na barangay tanggapan, Biglang natumba ang lalaki sa kalsada walang makatulong sa kanya kailangan ng agad na aksyon.",Medical,High,tagalog
"Importante ini, Naghali sa kalan an sunog, luway-luway nag-aabot sa ibang harong kaipuhan nin tulong ngunyan.",Fire,High,bikol
Nag aalala po kami dahil Ang retaining wall sa aming lugar ay gumuho na kailangan ng ayos maaari ba kayong tumulong?,Structural,High,tagalog
Alam ko po na marami kayong trabaho pero Ang baha ay umabot na sa bubungan ng mababang bahay dito sa amin,Flooding,High,tagalog
"Gusto ko sanang i-report na An gusali sa samuyang lugar igwa nin dakulang pitak sa lanob, peligroso kaipuhan na gayod nin tabang.",Structural,High,bikol
"Dakulang sunog sa palengke, nagdadakula pa an kalayo, kaipuhan nin tabang pakiusap.",Fire,High,bikol
"Nagtatanong po kung may aksyon na, May tao na sinagasaan ng sasakyan nasaktan at kailangan ng rescue",Medical,High,tagalog
"Nagtatanong po kung may aksyon na, Ang sidewalk sa aming lugar ay puno na ng mga nakaradyong halaman maraming salamat po.",Road Hazard,Low,tagalog
Alam ko po na marami kayong trabaho pero Maliit na baha sa ilalim ng tulay gusto lang malaman ng barangay nangyari ito kanina pa.,Flooding,Low,tagalog
"Nag-aalala kami huli ta Nagbaha na sa samuyang harong, gabos na gamit nalubugan na puwede daw kamong tumabang?",Flooding,High,bikol
May pinaghihinalaang drug den sa katabing bahay kailangan ng imbestigasyon sana ay tulungan ninyo kami.,Security,Medium,tagalog
Ang overpass ay may malaking bitak at delikado na sa mga gumagamit nangyari ito kanina pa.,Infrastructure,High,tagalog
Gusto ko lang ireport na Ang tulay sa aming lugar ay may malaking bitak mapanganib ang pagtawid kailangan na talaga ng tulong.,Structural,High,tagalog
"Nagtatanong po kung may aksyon na, Naaksidente ang aking kapitbahay kailangan ng agad na tulong medikal",Medical,High,tagalog
Gusto ko lang ireport na Ang kuryente ay lumalagyan ng apoy sa poste malapit sa paaralan salamat po.,Power Hazard,High,tagalog
"Naghahapot ako kun igwa nang aksyon, Nasunog an mga daan na papel sa luwas kan harong, napalong na kan tubig",Fire,Low,bikol
Gusto ko lang ireport na Ang mga linya ng kuryente sa aming lugar ay masyadong mababa delikado pakiusap.,Power Hazard,Medium,tagalog
Alam ko po na marami kayong trabaho pero Nasira ang kalsada matapos ang baha may malaking butas sa daan,Road Hazard,High,tagalog
"Nagtatanong po kung may aksyon na, Bumabaha ang kalsada at may peligro sa mga motorista",Flooding,Medium,tagalog
"Pakiusap sana ay tulungan kami, May nakita kaming mga bato sa kalsada baka nanggaling sa bundok",Landslide,Low,tagalog
"Importante ini, Naputol an linya nin kuryente asin nahulog sa kalsada, peligroso dakul na salamat.",Utility,High,bikol
"Importante po ito, Ang fence ng barangay basketball court ay tilt na posibleng mabuwal pakiusap.",Structural,Medium,tagalog
"Mahal na barangay tanggapan, Walang tubig na iniinom sa aming lugar tatlong araw na ito umaasa po kaming maaksyunan ito.",Utility,High,tagalog
Nasusunog ang basura sa likod ng kalsada may usok na lumalagay maraming salamat po.,Fire,Medium,tagalog
"Nag-aalala kami huli ta Kinagat kan ayam an sarong aki na yaon sa dalan, kaipuhan nin tabang medikal pakiusap.",Animal,High,bikol
"Nag-aalala kami huli ta An tulay sa samuyang lugar igwa nin dakulang pitak, peligroso baklayon",Structural,High,bikol
Nag aalala po kami dahil Maraming tao ang nagkasakit matapos kumain sa canteen ng barangay,Food,High,tagalog
"May tindahan sa palengke na nagbabakal nin maraot na karne, kaipuhan susugon naglalaom kami na maaksyunan ini.",Food,Medium,bikol
"Mataas na an baha sa samuyang lugar, halos sa daghan na kan mga tawo puwede daw kamong tumabang?",Flooding,High,bikol
"Mahal na barangay tanggapan, Nahulog ang malaking sanga ng puno sa kalsada naputol ang linya ng kuryente ito ay nangyari ngayon.",Road Hazard,High,tagalog
"Aram ko na dakul kamong trabaho pero Naghali sa kalan an sunog, luway-luway nag-aabot sa ibang harong kaipuhan nin tulong ngunyan.",Fire,High,bikol
"Naghahapot ako kun igwa nang aksyon, Nasunog an mga daan na papel sa luwas kan harong, napalong na kan tubig ini nangyari ngunyan.",Fire,Low,bikol
Nasunog ang apat na bahay sa aming sityo kailangan ng rescue kailangan ng agad na aksyon.,Fire,High,tagalog
"Pakiusap sana ay tulungan kami, Ang tubig na ininom ng mga bata ay may kakaibang amoy posibleng kontaminado salamat po.",Food,High,tagalog
Gusto ko sanang i-report na Gaba na an drainage kaya parati kaming binabaha tabangan niyo kami tabi.,Flooding,Medium,bikol
Nag aalala po kami dahil Umabot na ang baha sa loob ng classroom at opisina ng barangay,Flooding,High,tagalog
Kailangan ng food assistance ang maraming pamilya sa aming barangay,Food,Medium,tagalog
